"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50"
"g874",0,0,0,0,0,0,5.445,0,0,0,0,0,0,0,0,0,0,0.764,0,0.708,0,2.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.296,0,0,0,0,5.122,0,0,0,16.216,0,0,0,1.178
"g875",167.058,0,2.698,0,0,6.197,0,0,0,18.078,17.423,0,0,0,0,29.019,47.7,0,0,238.406,2.723,0,187.665,0,0,7.41,0,0,3.61,7.026,61.126,95.821,52.496,298.83,0,100.571,1.991,0,29.433,0,4.736,15.841,6.586,13.412,0,0.862,26.562,81.237,0,0
"g876",795.941,1035.637,780.418,913.865,1528.612,57.32,573.519,27.821,682.435,1089.758,1237.005,2136.247,1274.234,1421.069,1660.499,965.562,1755.988,1922.212,928.191,1096.593,838.51,2204.624,1139.967,3340.235,1685.182,82.139,2060.192,2704.493,6893.004,1611.253,594.82,1038.98,1125.554,3232.379,596.827,875.338,2977.976,1296.866,830.882,59.447,5449.241,834.161,1048.228,3042.906,402.204,1471.067,2455.348,2661.374,2804.021,965.948
"g877",123.149,0,4.15,0,90.465,0,1.057,206.654,175.935,0,297.856,4.708,65.653,0,0,313.409,0,6.947,0,26.652,0,0,0,1.577,268.035,0,0,68.074,0,25.741,451.783,177.974,0,437.484,0,0,0,0,0.866,0,0,0,0,27.613,63.807,280.182,0,0,0,0
"g878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g880",0,0,0,2.094,69.905,6.197,0,0,49.623,0,0,0,0,0,123.567,0,4.598,0.772,3.599,0,0,0,0,0,6.443,0,0,157.644,44.221,0.878,0,0,0,0,138.152,0,0,0,0,0,0,39.562,0,0,0,0,0,0,0,0
"g881",10.39,6.052,26.975,3.35,135.985,0,9.6,16.286,6.496,15.633,2.24,45.364,23.854,2.924,10.726,0,12.224,2.779,19.432,11.397,38.922,12.209,7.402,3.107,1.572,7.688,599.838,59.923,8.871,0.07,33.95,10.552,33.718,279.033,38.229,21.134,31.286,7.245,2.06,82.942,10.641,17.266,6.421,14.177,10.752,23.725,7.566,3.981,36.631,15.761
"g882",0,0,0,0,0,0,3.489,0,0,0.693,0,3.461,0,1.982,0,0,0,0,0,0,0,2.881,0,0,1.121,0,1.856,0,0,0,0.994,2.574,0.681,0,0.774,2.572,0,0,0,0,0,1.003,0.678,7.495,0.34,1.698,0,0,9.972,0.545
"g883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g884",0,0,6.225,0,0,0,0,0,655.198,0,0,0,0,0,0,0,0,0,4435.71,0,0.908,0,0,0,11.598,1691.337,0,80.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532,0,0,1.971,0,867.831
"g885",1.656,8.211,4.088,2.617,8.368,0,0,9.346,5.436,0,1.352,0.353,0,4.733,0,2.902,2.029,0.772,23.984,2.399,2.995,1.595,0,0.867,0,3.927,0,5.41,0,0,3.281,11.545,5.356,4.745,4.604,0,4.35,0.025,1.16,5.943,1.816,5.241,0,2.035,0,3.009,2.986,0.985,0,0
"g886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g887",175.523,0,0,0,14.392,0,0,0,49.623,29.037,2.489,0,52.406,2.478,0,0,22.413,0,0,0,0,0.77,3.937,0,19.329,1.852,0,21.497,0.902,109.778,90.038,1.154,0,0.795,0,0,28.867,0,49.343,1.968,0,130.684,0,0,1.063,6.035,0,0,0,0
"g888",285.82,285.268,66.401,435.493,635.825,4424.466,504.32,3153.852,164.657,387.793,670.432,0,423.096,1077.842,1175.696,162.508,98.251,498.614,8.996,196.386,89.862,388.26,464.569,1001.388,630.141,3.705,7.072,44.785,473.795,582.919,70.042,1477.749,179.478,405.328,707.985,53.159,114.472,1067.053,406.027,7.871,424.676,21.121,295.695,8.678,0,541.398,930.067,1545.284,1.551,224.297
"g889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g890",0,46.26,0,0,0,0,1.057,0,0,2.81,0,0,16.048,0,0,0,1.149,0,0,0,0,0,321.918,0,1.289,181.543,0,0,19.854,0.878,1.93,0,151.811,50.865,0,0,0,0,0,0,0,0,0,0,0,0.862,248.216,71.926,0,5.068
"g891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.273,27.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.448,4.259,0,0,0
"g892",0,0,0,0,47.289,0,0,0,0,0,0,0,0,53.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g893",0,0,0,0,0,0,0,0,0,0,56.418,214.227,0,0,8.917,0,0,0,0,0,0,0,0,0,0,0,565.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g894",4.742,26.599,4.98,4.418,3.166,36.375,7.771,14.157,6.947,0,3.443,18.645,0,2.478,3.809,0,2.052,0,21.897,0.715,3.803,4.676,4.659,15.424,4.974,1.778,4.844,5.106,0,1.748,6.755,7.262,3.731,8.711,8.959,4.439,1.125,1.671,2.666,45.869,29.033,8.541,7.521,1.673,0,6.44,4.424,1.911,5.94,4.08
"g895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g897",464.287,19.275,253.61,261.736,193.266,37.18,270.261,6980.934,617.282,3.747,269.008,3380.461,230.514,260.248,425.478,1813.16,2.299,156.145,27.151,34.382,0.908,201.822,36.746,663.944,1039.887,14.82,234.387,127.19,8.122,2344.944,110.989,63.496,453.306,231.275,16.248,126.504,314.202,121.161,345.3,31.484,3184.218,215.167,167.275,0,277.897,287.079,219.749,3743.964,27.915,625.822
"g898",120.318,0,170.152,119.342,156.258,37.18,5.286,441.068,3.383,482.388,2.489,0,0,719.883,0,513.643,139.078,775.693,30.588,77.853,908.63,1722.417,831.304,1846.615,0,16.672,1.768,3.583,16.244,61.475,41.497,751.562,493.742,123.983,2444.902,68.244,0,1831.496,307.323,190.874,23.681,38.281,513.02,0,6.912,140.522,30.226,0,31.265,0
"g899",1007.786,1204.137,438.163,224.028,185.042,80.186,13.692,173.281,278.518,258.804,284.581,4.708,335.996,308.571,30.573,8.706,136.98,98.65,10.994,509.475,283.237,4.622,3.937,514.28,6.443,652.056,774.714,324.783,1183.224,1107.541,208.757,1241.382,58.873,1160.033,0.774,19.396,173.301,120.793,23.373,64.937,7.641,884.455,925.538,7.1,556.953,346.331,384.945,1898.462,21.712,2.534
"g900",12.74,0,66.401,20.937,160.37,0,5.286,3.084,0,0,0,0,0,0,1.274,0,0,0,0,0,7.262,0,0,0,0,259.348,1.768,0,0,0,121.595,1.154,0.709,0,0,11.508,0.995,5.849,0.866,0,0,5.28,0,0,0.532,0,0,1.971,1.551,0
"g901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g902",6.455,0,9.773,95.871,502.04,312.191,54.185,35.131,14.672,259.384,15.913,36.678,6.055,608.332,8.917,8.706,613.948,2.069,1251.826,21.869,176.828,29.911,2.638,21.732,212.663,876.188,7.161,39.931,14.566,403.955,26.181,17.398,13.039,2.925,15.327,6.803,959.906,90.52,13.582,29.733,677.713,32.803,54.312,299.064,5.876,154.885,24.226,9.882,152.263,248.307
"g903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g904",0,0,0,0,0,0,0,0,3.406,0,0,0,0,0,0,0,0,0,0,28.139,5.473,0,0,0,0,1.852,9.653,9.871,0,0,0,28.862,0,20.227,0.774,0,1.991,0,0,0,17.982,17.147,0,2.627,0,0,0,0,0,11.403
"g905",7.078,3.855,39.426,4.187,135.697,489.542,0,0,3.383,0,50.611,0,21.884,39.649,0,249.567,956.648,10.806,0,5.611,331.309,467.556,3.937,1.577,1402.095,640.96,1.768,1.791,0.902,35.129,433.312,0,23.41,0,0,0.718,942.944,7.52,0.866,1215.162,0,0,0,0,53.173,0,0,0,0,17.738
"g906",1.416,6387.679,792.245,1424.293,111.478,101.812,19.38,74.025,11.887,2799.67,235.895,312.019,225.641,207.923,1025.122,23.215,5.839,7.718,124.132,2.841,43.833,30.319,379.897,926.95,10.605,7.54,1018.436,21.282,39.709,26.347,67.543,4156.161,246.601,3789.951,320.553,68.956,279.711,194.677,705.342,458.847,3374.88,289.089,123.974,10.43,18.371,57.821,1450.02,58.142,5951.122,877.346
"g907",12.74,3.855,14.525,35.593,37.008,111.541,3.172,46.266,25.939,109.591,0.83,9.417,296.167,8.673,5.096,8.706,133.084,6.175,197.92,4.91,18.154,543.07,82.678,23.656,1.289,11.115,0,37.62,4.512,64.11,13.511,80.813,0.709,0,62.67,44.538,24.885,8.356,357.523,51.162,0,0,21.733,25.246,7.444,267.25,0,18.721,12.407,1.267
"g908",526.626,65.534,693.018,596.709,1198.682,1815.642,345.729,123.376,542.273,15.924,1774.573,3209.079,59.817,4275.472,797.453,438.193,151.175,973.386,147.594,1745.741,1477.291,35.434,520.974,23.656,472.502,331.595,700.138,32.245,137.166,35.129,262.49,1884.077,221.333,2478.421,371.377,1196.194,397.17,1201.642,24.239,5414.184,629.689,1040.801,294.378,199.602,120.117,38.872,84.265,2444.442,961.824,1384.995
"g909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.057,0,0,0,0,0,0,0,0,0,0,0,0
"g910",20.723,12.914,21.601,38.818,36.515,37.738,25.1,64.402,10.161,8.627,23.604,67.588,3.633,23.616,12.369,17.238,9.787,0.34,89.802,12.029,29.046,31.852,37.953,19.713,9.871,44.311,21.305,59.618,10.866,2.968,26.789,40.349,51.566,44.133,35.304,18.886,32.769,9.15,17.348,151.145,6.899,41.001,26.244,19.471,10.385,46.795,9.663,28.426,41.702,44.231
"g911",0,0,350.68,29.312,0,0,0,0,0,0,0,2.378,347.23,75.582,84.943,0,0,0,0,0,0,0,4.672,179.785,110.346,0,0,3.744,0,0,8.386,0,0,0,0,0,0,0,0,2306.413,1.705,3.96,0.659,0,0,0,0,0,0,0
"g912",0,0,4.275,2.512,18.196,0,0,0,0,1.002,0,0,1.663,0,0,21.01,0,2.292,20.926,0,2.959,0,1.575,4.873,0,4.946,0,3.959,5.893,0,6.003,25.271,1.773,7.121,29.053,0,6.47,1.73,0,26.27,36.074,0,10.761,0,1.021,6.759,0.98,0,5.257,2.711
"g913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g914",0,7.71,284.279,0,158.314,6.197,32.776,33.928,250.368,0,27.379,4.708,1.459,289.936,5.096,17.412,388.584,12.35,0,369.627,0.908,0,0,18.925,7.732,0,1.768,247.215,0,0,589.657,2006.578,188.7,0,3.869,133.615,2.011,0.836,53.672,0,0,200.646,56.636,4.734,6.381,0,0,22.662,20.161,68.418
"g915",10.008,0,0,0,0,0,0,0,0.902,0,0.34,0.965,0,0,0,0,0,0,0.738,0,0,0,1.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71,0,0,0,0,0,0,0,0,0,0
"g916",65.566,0.27,15.936,5.548,20.642,61.905,116.332,27.544,28.747,37.439,9.135,268.137,39.45,10.643,8.739,575.309,9.609,4.492,23.588,2.749,27.004,208.855,176.366,2.791,13.608,111.872,264.833,6.001,1335.939,26.276,21.617,16.047,26.297,21.991,11.149,13.915,18.296,12.15,18.612,42.504,103.327,269.962,14.192,7.874,9.954,12.544,43.937,12.602,9.041,160.313
"g917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g918",631.317,789.767,118.277,230.309,333.076,6.197,111.014,1499.014,219.918,260.396,467.111,0,328.264,153.641,119.745,2.902,81.033,720.907,1467.846,331.051,209.732,235.376,364.713,104.086,127.575,440.891,263.436,161.227,59.563,514.435,569.392,835.838,24.829,112.061,0,191.803,160.261,148.518,410.329,1017.341,506.596,80.575,24.367,269.55,487.063,1.724,16.487,0,12.407,226.793
"g919",0,11.565,151.477,477.367,0,0,1.057,0,285.33,0,280.424,51.721,0,1.239,0,2.902,0,55.573,3.599,0.701,4.538,0,7.874,0,0,16.672,1.768,0,0,85.196,66.588,1232.977,246.871,0,0.774,0,0,0,0.866,0,0,174.246,0.659,3.156,12.761,0,1725.594,5.912,7.754,1.267
"g920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64,188.283,0,0,0,0,0,0,0
"g922",0,4.626,8.3,2.094,2.447,216.886,4.25,6.354,0,0.927,0,13.207,1.459,2.478,4.331,5.804,2.661,3.875,0,0,3.785,358.318,5.696,51.081,0,0,8.716,1.809,0,0,5.867,2.32,2.909,6.247,80.465,2.873,8.67,8.356,3.506,45.436,22.386,624.961,108.34,2.335,2.754,17.966,2.647,3.852,1.597,8.869
"g923",385.217,0,47.726,556.929,236.443,61.967,22.203,3235.527,9.022,213.918,90.419,4.708,157.567,182.139,33.121,2.902,8.034,68.695,23.391,0,78.969,245.729,0,22.095,25.773,24.082,1.768,3.583,785.715,1166.153,2.876,2.309,3.547,3.974,460.353,132.918,576.304,390.164,667.01,1977.558,0,53.237,44.124,7.1,108.983,298.286,54.04,521.22,27.869,264.803
"g924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g925",0,15.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,1.317,0,0,0,0,0,0,0
"g926",201.002,0,211.653,152.841,41.12,68.164,1311.043,0,891.097,216.372,663.745,2.354,90.455,99.123,185.987,0,20.115,30.874,104.358,25.25,63.539,0.77,1072.184,0,2.577,27.787,295.26,66.282,548.7,0,34.741,188.179,125.564,4.769,17.021,573.145,0,576.401,263.165,71.234,0,3.96,32.27,1.578,482.097,57.183,294.928,38.407,1010.412,2.534
"g927",0,0,0,0,78.129,0,0,0,0,0,0.83,2.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,20.206,0,117.238,0,0,1.267
"g928",368.032,828.471,43.576,6.281,0,6.197,5.286,0,13.533,0,141.046,2.354,5.836,2.478,256.039,17.412,308.069,196.05,1.799,0.701,441.14,0,291.288,0,396.86,1.852,1.768,972.682,140.785,1145.19,0.965,11.545,1.419,0,200.389,421.987,0.995,9.192,79.642,0,1.579,452.774,1.317,4.734,178.251,0,0,0.985,176.797,152.04
"g929",913.003,3.855,0,0,141.866,30.984,1.057,0,660.973,36.53,1.659,2.354,27.72,709.165,0,5.804,18.965,135.074,0,311.441,130.708,544.61,0,108.817,1154.536,787.306,2020.854,3.583,0,0,196.868,0,6.406,0,0,0.718,344.433,6.685,70.12,0,0,52.802,0,0.789,380.712,18.104,874.159,0,13.958,25.315
"g930",0,3.855,0,303.589,2.056,0,0,28.222,0,1.873,707.718,235.415,0,110.275,22.93,2.902,127.584,98.797,1201.896,0.701,0.908,0.77,0,1340.504,0,0,0,0,0,0.878,0,0,122.017,0,1.547,0,1.991,67.683,1.731,783.176,1105.815,14.52,77.223,0,61.68,0.862,35.721,22.662,669.969,2.534
"g931",0,0,504.481,0,59.625,6.197,2.115,181.979,42.856,183.851,45.632,0,0,1.239,11.478,0,384.826,0,432.185,82.061,269.585,0,0,74.122,1.289,27.787,140.859,641.325,304.212,225.624,86.853,240.257,0,713.695,3.064,143.134,210.988,1.671,2.597,0,1603.381,2.64,0,1641.344,14.357,0,89.889,0,578.577,100.093
"g932",0,0,0,0,0,0,0,0,0,0.937,0,0,0,0,0,0,0,0,1.799,0,0,0,0,0,0,0,0,0,0.902,0,0,0,0,0,0,0.718,0,2.507,0,1.968,0,0,0,100.89,0,0.862,0,0,0,0
"g933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g934",0,0,1.038,0,1.563,0,0,0,0,0,0,0,0,1.474,0,0,0,0,1.799,0,0,0,1.575,1.262,0,0,0.76,0,0.902,0,0,0,0,0,0,0.359,0,0,0,0,0,2.006,0,0,0.532,0,0,0,0,0
"g935",55.191,0,118.277,288.933,51.401,0,786.571,12.338,408.258,4.683,376.675,127.147,227.319,0,0,1939.539,2.299,142.02,21.591,0,2.723,648.148,0,427.384,155.924,626.195,1.768,173.767,416.94,8.782,49.246,62.342,48.949,2.384,34.043,1.437,0,73.917,6.06,129.48,18.945,357.639,84.632,185.401,3.19,465.533,23.814,1.971,603.282,396.571
"g936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g937",3.213,15.189,11.433,13.128,3.763,20.387,10.795,0.308,9.022,3.344,0,8.875,5.894,4.894,0,2.902,9.052,0.579,26.503,1.543,10.956,2.18,0,1.703,3.415,16.487,0,12.647,7.86,0,4.246,9.848,17.6,4.602,16.542,2.988,4.529,28.703,17.608,12.003,2.905,33.186,7.949,12.197,0.739,2.569,4.341,2.601,16.873,10.123
"g938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593,0,0,0,0,0,0,0
"g941",421.496,0,137.056,41.142,6.168,0,1.057,0,195.107,27.164,0,0,129.847,543.134,0,0,0.575,2.316,8.996,34.354,279.57,1.541,0,110.394,140.564,0,3.023,17.627,10.83,39.23,52.112,271.267,2.838,0,0,5.768,0,0,0,7.871,22.102,48.842,0,0,70.837,7.759,0,577.5,358.48,50.617
"g942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g943",387.864,3.855,42.829,111.49,259.059,12.393,26.432,166.557,853.587,520.97,503.915,130.843,0,881.813,1281.53,73.999,10.069,821.286,16.193,778.581,80.277,693.296,249.358,605.797,196.078,500.171,572.858,12.54,3.61,1262.863,187.391,3.463,1169.09,684.027,491.99,396.493,1.025,407.435,349.732,13.774,15.345,58.808,69.874,256.406,39.327,0.862,1222.76,1137.205,521.087,0
"g944",72.191,0,0,173.778,57.569,0,430.364,0,22.556,19.67,2.489,0,0,137.521,21.656,4550.209,2.299,0,0,0.701,274.124,0,0,17.348,0,3.705,12.376,240.049,0,0,4.825,441.009,56.752,156.568,36.364,0,0,20.89,0,228.144,419.94,0,0,0,0,0,0,0,0,2.534
"g945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g946",6.2,21.703,103.253,4.062,112.937,453.291,10.626,9.253,2.583,41.073,58.559,26.414,40.588,0,2.752,0,10.902,2.3,100.022,89.117,4.938,6.833,7.638,38.307,117.278,99.923,3.589,18.075,4.693,184.444,5.144,4.375,15.131,116.178,9.145,4.008,5.515,139.461,2.623,10.764,4.815,10.956,165.293,8.907,2.015,82.313,473.176,211.207,23.604,13.722
"g947",0,0,6.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.204,0,0,0,0,0,0,1.289,0,0,0,0,0,56.937,0,0,0,0,294.528,0,75.02,0,0,0,0,0,0,0,0,0,0,0,0
"g948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g949",86.346,30.84,2.075,77.468,26.708,663.05,0,0,9.022,0,3.319,23.541,0,2.478,0,0,5.172,0,0,0,0.908,0,0,6.308,0,0,21.305,0,73.1,0,0,0,0,0,8.511,0,0,5.014,75.314,11.807,1.579,133.324,0.659,1.578,0,9.483,1.832,0,0,1.267
"g950",0,1183.475,20.75,6.281,82.282,86.754,10.573,27.76,7.895,73.061,12.736,0,0,1.239,5.096,0,3.448,3.859,1993.845,0,0,5.392,2.625,7.885,5.193,40.755,1.768,5.374,6.317,0.878,3.86,294.391,41.117,0,5.424,1.386,68.683,0,0,0,3.394,18.705,0,1.381,0,2.586,9.159,9.853,29.001,0
"g951",1.939,0,0,0,0,0,0,0,0,0,130.277,2.401,0,0,0,3.163,0,9.656,0,0.722,0,0,0,0,14.471,0,0,0,0,0,0,0,0,0,0,0,1.065,55.701,0,0,0,0,0,0,0,0,0,0,0,0
"g952",24.064,11.565,249.003,617.646,1169.877,11202.637,1140.251,256.004,117.29,122.714,258.031,694.473,450.801,26.02,96.815,5.804,58.045,506.317,5.398,785.973,146.139,432.145,324.687,405.226,510.569,1.852,118.458,220.344,1888.078,603.337,11.58,457.171,967.621,385.459,37.138,345.467,114.472,259.953,8.657,379.781,1179.352,3.96,2.634,56.804,45.729,129.315,90.677,2.956,1383.703,796.474
"g953",0,0,3.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.014
"g954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772,1.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795,0,0,0,0,0,1.968,0,0,0,0,0,0,0,0.985,0,0
"g955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g956",2.831,23.13,115.973,10.469,84.297,37.18,356.397,110.545,322.738,12.177,577.807,7.533,134.253,862.472,254.663,20.314,5.477,945.26,35.176,1196.021,11.482,31.721,14.436,90.886,7.732,857.83,5.322,344.47,142.879,142.263,0.618,7.596,241.104,17.985,5.439,8.635,77.642,64.683,1.688,33.551,61.76,985.596,5.446,181.906,22.949,96.771,20.709,10.966,13.942,164.076
"g957",0,0,95.451,0,0,0,0,3.084,0,0,12.445,30.604,0,1.239,11.465,5.804,0.575,0,1.799,0,433.878,0.77,0,1.577,1.289,64.837,10.608,125.954,10.83,160.714,357.682,0,0,0,0,0,0.995,0,0,17.71,0,0,0,0,192.486,0,0,0,0,0
"g958",1.416,61.679,134.877,8.375,2.056,18.59,10.573,18.506,716.234,0.937,0.83,4.708,0,102.84,129.936,0,55.556,14.665,8.996,82.791,68.077,52.381,49.869,1.577,901.037,33.345,3.536,10.748,24.367,285.553,27.021,0,0.709,7.153,34.043,248.553,98.546,101.942,0,5.903,6.315,69.962,40.172,0.789,102.624,4.31,4.58,761.641,1.551,0
"g959",1.416,0,0,16.75,53.457,6.197,1.057,0,373.297,44.97,580.819,2.354,0,0,11.465,0,204.019,251.623,16.193,69.437,37.215,0,22.31,0,380.146,1.852,482.671,0,0,7.026,0,1.154,0,93.845,8.511,0,127.413,9.192,0.866,0,0,0,17.781,1.578,77.632,6.035,303.171,0.985,1.551,413.042
"g960",1.416,11.565,0,92.124,0,18.59,595.246,0,2.256,14.05,0,2.354,7.309,0,0,5.804,337.35,0,0,567.332,4.375,0,1.312,0,1.289,0,1.821,0,0,0,0.965,2.043,2.298,1203.252,1.547,446.821,1.473,2.507,1.731,31.484,0,0,2.634,541.213,0,7.759,0,2.956,6.203,897.847
"g961",399.174,717.024,16.6,291.027,113.081,0,150.144,1181.384,173.679,162.991,48.122,0,0,149.924,277.707,2.902,4.023,260.885,73.77,2.806,0,682.481,14.436,0,0,0,31.824,0,3.61,101.874,122.579,407.529,43.273,1.59,3.095,102.848,0,186.337,423.314,0,0,38.281,0,0,19.142,137.936,0,3.941,0,395.304
"g962",4563.898,8353.751,178.452,4079.335,4354.615,80.558,2243.539,374.692,4238.603,2951.384,2581.189,3779.042,464.428,2380.198,3734.998,60.941,3303.314,2019.072,88.164,4207.591,3001.329,3867.773,2425.21,3613.052,3475.787,2686.01,1170.239,621.62,4297.095,2761.335,2422.187,4890.486,1516.703,876.645,3306.428,758.346,1351.024,4057.91,4646.175,5640.203,3120.516,2255.596,2019.272,2743.653,2196.936,2685.454,440.56,2158.786,3422.827,1343.02
"g963",2.831,134.924,33.2,180.06,1542.017,24.787,75.067,18.506,0,0,0.83,18.833,0,216.832,3.822,547.247,16.092,39.364,0,2.104,1.815,0.77,0,1.577,179.133,5.557,640.025,0,0,0,0.965,826.672,0.709,875.039,79.042,0,0.995,45.122,0.866,460.46,0,3.96,470.22,1.578,0,0,0,7.882,479.105,2.534
"g964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g965",0,0,0,0,0,0,33.78,0,0,0,0,0,0,0,0,0,8.621,0,0,0,0,0,0,0,0,0,0,103.902,5900.48,0,0,0,0,0,0.774,0,0,60.998,0,0,0,0,0,78.894,0,0,0,0,1.551,0
